"call","grant_type","domain","area","sub_area","reference","title","main_researcher","institution","requested_funds","awarded_funds","feder_funding"
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Degeneração de Orgãos e Sistemas","PTDC/NEU-OSD/0473/2012","Potenciação da neurogénese endógena pelo óxido nítrico na sequência de lesão cerebral: identificação dos alvos de S-nitrosilação","Inês Maria Pombinho de Araújo","Universidade do Algarve (UAlg)",199468,199468,0
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Degeneração de Orgãos e Sistemas","PTDC/NEU-OSD/0502/2012","S-Glutationilação na Doença de Parkinson.","Maria João Carlos da Silva Gama","FARM-ID, Associação da Faculdade de Farmácia para a Investigação e Desenvolvimento (FARM-ID)",124034,124034,0
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Degeneração de Orgãos e Sistemas","PTDC/NEU-OSD/1113/2012","O sistema neuropeptídeo Y: potencial novo alvo terapêutico na retinopatia diabética.","António Francisco Rosa Gomes Ambrósio","Universidade de Coimbra (UC)",131715,131715,111957.75
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/0198/2012","Alterações na transmissão sináptica GABAérgica na isquemia cerebral - mecanismos moleculares responsáveis pela internalização dos receptores GABAA","Carlos Jorge Alves Miranda Bandeira Duarte","Centro de Neurociências e Biologia Celular (CNBC/UC)",141136,141136,119965.6
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/0205/2012","Mecanismos de protecção neuronal contra stress oxidativo mediados pela DJ-1: implicações na doença de Parkinson","Bruno José Fernandes Oliveira Manadas","Centro de Neurociências e Biologia Celular (CNBC/UC)",172670,172670,146769.5
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/0237/2012","Inibição de KDACs e dinâmica intracelular: impacto no desenvolvimento, sobrevivência e transmissão NEUROnal","Jorge Miguel de Ascenção Oliveira","Instituto de Ciências e Tecnologias Agrárias e Agro-Alimentares - Porto (ICETA-Porto/UP)",143983,143983,122385.55
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/0248/2012","Papel neuroprotector do TUDCA na doença de Parkinson: efeitos no stress oxidativo e na mitofagia","Margarida Casal Ribeiro Castro Caldas Braga","FARM-ID, Associação da Faculdade de Farmácia para a Investigação e Desenvolvimento (FARM-ID)",126556,126556,0
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/0315/2012","Integração transcricional das vias Notch e Proneural na neurogénese de vertebrados","Diogo Pinto da Cruz Sampaio e Castro","Fundação Calouste Gulbenkian (FCG)",101526,101526,0
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/0494/2012","Convergência monossináptica dos aferentes nociceptivos somáticos e viscerais nos neurónios espinhais da lâmina I como mecanismo da dor referida","Boris Safronov","Instituto de Biologia Molecular e Celular (IBMC/UP)",77310,77310,65713.5
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/0750/2012","Um Novo Modelo para a Esquizofrenia: Defeitos na Plasticidade Homeostática Mediada por Stargazina.","Ana Luisa Monteiro de Carvalho","Centro de Neurociências e Biologia Celular (CNBC/UC)",199986,199986,99672.7
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/1098/2012","Efeitos do peptídeo orexigénico grelina na transmissão sináptica glutamatérgica","Sandra Manuela Domingues dos Santos","Centro de Neurociências e Biologia Celular (CNBC/UC)",199975,199975,169978.75
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Molecular e Celular","PTDC/NEU-NMC/1276/2012","Controlo neuronal da velocidade de locomoção em larvas do peixe-zebra","Michael Orger","Fundação D. Anna de Sommer Champalimaud e Dr. Carlos Montez Champalimaud (FC)",197118,197118,0
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Sistemas, Clínica e Comportamento","PTDC/NEU-SCC/0347/2012","Inibição bissináptica de neurónios de projecção nociceptivos espinhais por aferentes A de baixo limiar: uma nova porta no controle da dor","Boris Safronov","Instituto de Biologia Molecular e Celular (IBMC/UP)",80184,80184,68156.4
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Sistemas, Clínica e Comportamento","PTDC/NEU-SCC/0767/2012","Doenças do Movimento na Perturbação do Espetro Autista","Teresa Maria Pereira Padrão Temudo","Instituto de Ciências Biomédicas Abel Salazar (ICBAS/UP)",166094,166094,141179.9
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Sistemas, Clínica e Comportamento","PTDC/NEU-SCC/1351/2012","Tratamento da doença de Alzheimer com um novo peptídeo inibidor da BACE1","Armanda Emanuela Castro e Santos","Centro de Neurociências e Biologia Celular (CNBC/UC)",177611,177611,150969.35
"Concurso 2012","ICDT 2012","Ciências da Vida e da Saúde","Neurociências, Envelhecimento e Doenças Degenerativas","Neurociências, Envelhecimento e Doenças Degenerativas - Neurociências - Sistemas, Clínica e Comportamento","PTDC/NEU-SCC/1516/2012","Modulação de oscilações no circuito fronto-hipocampal: correlatos neurofisiológicos e comportamentais","Vasco Miguel Clara Lopes Galhardo","Faculdade de Medicina da Universidade do Porto (FM/UP)",188166,188166,159941.1
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","PTDC/BBB-BEP/0695/2012","Ambiguidade e virulência em patogénios humanos","Sandra de Macedo Ribeiro","Instituto de Biologia Molecular e Celular (IBMC/UP)",199265,199265,169375.25
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","PTDC/BBB-BEP/0753/2012","Caracterização estrutural de uma nova família de proteínas hémicas sensoriais: uma etapa fundamental na elucidação dos mecanismos de transdução de sinal","Carlos Alberto Gomes Salgueiro","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",121138,121138,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","PTDC/BBB-BEP/0934/2012","Determinantes Estruturais da Tolerância ao Oxigénio de uma Hidrogenase de NiFeSe","Pedro Manuel Henriques Marques Matias","Instituto de Tecnologia Química e Biológica (ITQB/UNL)",178531,178531,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","PTDC/BBB-BEP/1724/2012","Estudos estruturais e funcionais da biogénese dos centriolos","Tiago Miguel Guerra Miranda Bandeiras","Instituto de Biologia Experimental e Tecnológica (IBET)",161672,161672,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","PTDC/BBB-BEP/2017/2012","Estudos estruturais e funcionais de uma proteína de membrana, o transportador de iões KtrAB","João Henrique Morais Cabral","Instituto de Biologia Molecular e Celular (IBMC/UP)",167196,167196,142116.6
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","PTDC/BBB-BEP/2127/2012","Caracterização bioquímica e estrutural da regulação génica pela IscR, o regulador da via de biogénese de centros Fe-S","Pedro José Barbosa Pereira","Instituto de Biologia Molecular e Celular (IBMC/UP)",200000,200000,170000
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","PTDC/BBB-BEP/2532/2012","Investigação estrutural da sintase de Fosfatidilinositol fosfato, um alvo terapêutico para a Tuberculose","David Leslie Turner","Instituto de Tecnologia Química e Biológica (ITQB/UNL)",198447,198447,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Estrutural e Proteómica","PTDC/BBB-BEP/3058/2012","Sistemas baseados em Líquidos Iónicos para a cristalização de proteínas","Magdalena Kowacz","Instituto de Tecnologia Química e Biológica (ITQB/UNL)",129569,129569,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Sintética e de Sistemas","PTDC/BBB-BSS/0518/2012","Aplicação de biotecnologia de sistemas na optimização da produção de biofármacos em culturas de células animais","Ana Margarida Palma Teixeira","Instituto de Biologia Experimental e Tecnológica (IBET)",199896,199896,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biologia Sintética e de Sistemas","PTDC/BBB-BSS/2800/2012","Ambientómica funcional celular: identificação da função dos factores ambientais","Rui Manuel Freitas Oliveira","Instituto de Biologia Experimental e Tecnológica (IBET)",142988,142988,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/0506/2012","Plataformas de Ceramida: o papel das propriedades biofísicas da membrana celular nos efeitos biológicos da ceramida","Liana Casquinha da Silva","FARM-ID, Associação da Faculdade de Farmácia para a Investigação e Desenvolvimento (FARM-ID)",199996,199996,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/0684/2012","Uma nova familia de NADH desidrogenases envolvidas em conservação de energia","Inês Antunes Cardoso Pereira","Instituto de Tecnologia Química e Biológica (ITQB/UNL)",104575,104575,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/0712/2012","Segregação de proteínas e acetilação N-terminal","Rui Gonçalo Viegas Russo Da Conceição Martinho","Universidade do Algarve (UAlg)",194664,194664,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/0937/2012","Biosíntese de hemos em Staphylococcus aureus: novos desafios de uma bactéria antiga","Ligia Raquel Mendonça Faria M. Saraiva T.","Instituto de Tecnologia Química e Biológica (ITQB/UNL)",121035,121035,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/1418/2012","Estudos estruturais e bioquímicos da regulação por calmodulina do canal de potássio humano EAG","João Henrique Morais Cabral","Instituto de Biologia Molecular e Celular (IBMC/UP)",153747,153747,130684.95
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/1850/2012","Função da esfingomielinase neutra da levedura na função mitocondrial e homeostasia do ferro.","Vítor Manuel Vieira da Costa","Instituto de Biologia Molecular e Celular (IBMC/UP)",156127,156127,132707.95
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/2294/2012","Investigação da Modularidade Funcional e Estrutural do braço periferal dos Complexos I Respiratórios","Manuela Alexandra de Abreu Serra Marques Pereira","Instituto de Tecnologia Química e Biológica (ITQB/UNL)",161834,161834,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/2450/2012","Células estaminais tumorais e progressão tumoral: dos mecanismos moleculares às consequencias clínicas","Maria Carmen Martins De Carvalho Alpoim","Centro de Neurociências e Biologia Celular (CNBC/UC)",132248,132248,112410.8
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/2661/2012","As Membranas Lipídicas e a Matriz Extracelular na Modulação da Formação de Fibras Amilóides pela Calcitonina: Implicações no Mecanismo de Citotoxicidade dos Polipéptidos Amiloidogénicos","Manuel José Estevez Prieto","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",170880,170880,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Bioquímica e Biofísica","PTDC/BBB-BQB/3217/2012","Regulação do metabolismo energético no cérebro pelo óxido nítrico: solução para a glicólise aeróbia","João António Nave Laranjinha","Centro de Neurociências e Biologia Celular (CNBC/UC)",134938,134938,114697.3
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Bioengenharia, Biotecnologia e Bioquímica","Bioengenharia, Biotecnologia e Bioquímica - Biotecnologia","PTDC/BBB-BIO/0827/2012","ACROSS-Desenvolvimento de suturas antimicrobianas à base de seda de aranha para infecções cirúrgicas","Isabel Maria Bacelo Leonor","Universidade do Minho (UM)",162836,162836,138410.6
